region	sector	unit
FR	Coking Coal	M.EUR
FR	Other Bituminous Coal	M.EUR
FR	Sub-Bituminous Coal	M.EUR
FR	Patent Fuel	M.EUR
FR	Lignite/Brown Coal	M.EUR
FR	BKB/Peat Briquettes	M.EUR
FR	Peat	M.EUR
FR	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
FR	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
FR	Natural Gas Liquids	M.EUR
FR	Other Hydrocarbons	M.EUR
FR	Uranium and thorium ores (12)	M.EUR
FR	Iron ores	M.EUR
FR	Copper ores and concentrates	M.EUR
FR	Nickel ores and concentrates	M.EUR
FR	Aluminium ores and concentrates	M.EUR
FR	Precious metal ores and concentrates	M.EUR
FR	Lead, zinc and tin ores and concentrates	M.EUR
FR	Other non-ferrous metal ores and concentrates	M.EUR
FR	Stone	M.EUR
FR	Sand and clay	M.EUR
FR	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
FR	Products of meat cattle	M.EUR
FR	Products of meat pigs	M.EUR
FR	Products of meat poultry	M.EUR
FR	Meat products nec	M.EUR
FR	products of Vegetable oils and fats	M.EUR
FR	Dairy products	M.EUR
FR	Processed rice	M.EUR
FR	Sugar	M.EUR
FR	Food products nec	M.EUR
FR	Beverages	M.EUR
FR	Fish products	M.EUR
FR	Tobacco products (16)	M.EUR
FR	Textiles (17)	M.EUR
FR	Wearing apparel; furs (18)	M.EUR
FR	Leather and leather products (19)	M.EUR
FR	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
FR	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
FR	Pulp	M.EUR
FR	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
FR	Paper and paper products	M.EUR
FR	Printed matter and recorded media (22)	M.EUR
FR	Coke Oven Coke	M.EUR
FR	Gas Coke	M.EUR
FR	Coal Tar	M.EUR
FR	Motor Gasoline	M.EUR
FR	Aviation Gasoline	M.EUR
FR	Gasoline Type Jet Fuel	M.EUR
FR	Kerosene Type Jet Fuel	M.EUR
FR	Kerosene	M.EUR
FR	Gas/Diesel Oil	M.EUR
FR	Heavy Fuel Oil	M.EUR
FR	Refinery Gas	M.EUR
FR	Liquefied Petroleum Gases (LPG)	M.EUR
FR	Refinery Feedstocks	M.EUR
FR	Ethane	M.EUR
FR	Naphtha	M.EUR
FR	White Spirit & SBP	M.EUR
FR	Lubricants	M.EUR
FR	Bitumen	M.EUR
FR	Paraffin Waxes	M.EUR
FR	Petroleum Coke	M.EUR
FR	Non-specified Petroleum Products	M.EUR
FR	Nuclear fuel	M.EUR
FR	Plastics, basic	M.EUR
FR	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
FR	N-fertiliser	M.EUR
FR	P- and other fertiliser	M.EUR
FR	Chemicals nec	M.EUR
FR	Charcoal	M.EUR
FR	Additives/Blending Components	M.EUR
FR	Biogasoline	M.EUR
FR	Biodiesels	M.EUR
FR	Other Liquid Biofuels	M.EUR
FR	Rubber and plastic products (25)	M.EUR
FR	Glass and glass products	M.EUR
FR	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
FR	Ceramic goods	M.EUR
FR	Bricks, tiles and construction products, in baked clay	M.EUR
FR	Cement, lime and plaster	M.EUR
FR	Ash for treatment, Re-processing of ash into clinker	M.EUR
FR	Other non-metallic mineral products	M.EUR
FR	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
FR	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
FR	Precious metals	M.EUR
FR	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
FR	Aluminium and aluminium products	M.EUR
FR	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
FR	Lead, zinc and tin and products thereof	M.EUR
FR	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
FR	Copper products	M.EUR
FR	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
FR	Other non-ferrous metal products	M.EUR
FR	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
FR	Foundry work services	M.EUR
FR	Fabricated metal products, except machinery and equipment (28)	M.EUR
FR	Machinery and equipment n.e.c. (29)	M.EUR
FR	Office machinery and computers (30)	M.EUR
FR	Electrical machinery and apparatus n.e.c. (31)	M.EUR
FR	Radio, television and communication equipment and apparatus (32)	M.EUR
FR	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
FR	Motor vehicles, trailers and semi-trailers (34)	M.EUR
FR	Other transport equipment (35)	M.EUR
FR	Furniture; other manufactured goods n.e.c. (36)	M.EUR
FR	Secondary raw materials	M.EUR
FR	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
FR	Electricity by coal	M.EUR
FR	Electricity by gas	M.EUR
FR	Electricity by nuclear	M.EUR
FR	Electricity by hydro	M.EUR
FR	Electricity by wind	M.EUR
FR	Electricity by petroleum and other oil derivatives	M.EUR
FR	Electricity by biomass and waste	M.EUR
FR	Electricity by solar photovoltaic	M.EUR
FR	Electricity by solar thermal	M.EUR
FR	Electricity by tide, wave, ocean	M.EUR
FR	Electricity by Geothermal	M.EUR
FR	Electricity nec	M.EUR
FR	Transmission services of electricity	M.EUR
FR	Distribution and trade services of electricity	M.EUR
FR	Coke oven gas	M.EUR
FR	Blast Furnace Gas	M.EUR
FR	Oxygen Steel Furnace Gas	M.EUR
FR	Gas Works Gas	M.EUR
FR	Biogas	M.EUR
FR	Distribution services of gaseous fuels through mains	M.EUR
FR	Steam and hot water supply services	M.EUR
FR	Collected and purified water, distribution services of water (41)	M.EUR
FR	Construction work (45)	M.EUR
FR	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
FR	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
FR	Retail trade services of motor fuel	M.EUR
FR	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
FR	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
FR	Hotel and restaurant services (55)	M.EUR
FR	Railway transportation services	M.EUR
FR	Other land transportation services	M.EUR
FR	Transportation services via pipelines	M.EUR
FR	Sea and coastal water transportation services	M.EUR
FR	Inland water transportation services	M.EUR
FR	Air transport services (62)	M.EUR
FR	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
FR	Post and telecommunication services (64)	M.EUR
FR	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
FR	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
FR	Services auxiliary to financial intermediation (67)	M.EUR
FR	Real estate services (70)	M.EUR
FR	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
FR	Computer and related services (72)	M.EUR
FR	Research and development services (73)	M.EUR
FR	Other business services (74)	M.EUR
FR	Public administration and defence services; compulsory social security services (75)	M.EUR
FR	Education services (80)	M.EUR
FR	Health and social work services (85)	M.EUR
FR	Food waste for treatment: incineration	M.EUR
FR	Paper waste for treatment: incineration	M.EUR
FR	Plastic waste for treatment: incineration	M.EUR
FR	Intert/metal waste for treatment: incineration	M.EUR
FR	Textiles waste for treatment: incineration	M.EUR
FR	Wood waste for treatment: incineration	M.EUR
FR	Oil/hazardous waste for treatment: incineration	M.EUR
FR	Food waste for treatment: biogasification and land application	M.EUR
FR	Paper waste for treatment: biogasification and land application	M.EUR
FR	Sewage sludge for treatment: biogasification and land application	M.EUR
FR	Food waste for treatment: composting and land application	M.EUR
FR	Paper and wood waste for treatment: composting and land application	M.EUR
FR	Food waste for treatment: waste water treatment	M.EUR
FR	Other waste for treatment: waste water treatment	M.EUR
FR	Food waste for treatment: landfill	M.EUR
FR	Paper for treatment: landfill	M.EUR
FR	Plastic waste for treatment: landfill	M.EUR
FR	Inert/metal/hazardous waste for treatment: landfill	M.EUR
FR	Textiles waste for treatment: landfill	M.EUR
FR	Wood waste for treatment: landfill	M.EUR
FR	Membership organisation services n.e.c. (91)	M.EUR
FR	Recreational, cultural and sporting services (92)	M.EUR
FR	Other services (93)	M.EUR
FR	Private households with employed persons (95)	M.EUR
FR	Extra-territorial organizations and bodies	M.EUR
GR	Paddy rice	M.EUR
GR	Wheat	M.EUR
GR	Cereal grains nec	M.EUR
GR	Vegetables, fruit, nuts	M.EUR
GR	Oil seeds	M.EUR
GR	Sugar cane, sugar beet	M.EUR
GR	Plant-based fibers	M.EUR
GR	Crops nec	M.EUR
GR	Cattle	M.EUR
GR	Pigs	M.EUR
GR	Poultry	M.EUR
GR	Meat animals nec	M.EUR
GR	Animal products nec	M.EUR
GR	Raw milk	M.EUR
GR	Wool, silk-worm cocoons	M.EUR
GR	Manure (conventional treatment)	M.EUR
GR	Manure (biogas treatment)	M.EUR
GR	Products of forestry, logging and related services (02)	M.EUR
GR	Fish and other fishing products; services incidental of fishing (05)	M.EUR
GR	Anthracite	M.EUR
GR	Coking Coal	M.EUR
GR	Other Bituminous Coal	M.EUR
GR	Sub-Bituminous Coal	M.EUR
GR	Patent Fuel	M.EUR
GR	Lignite/Brown Coal	M.EUR
GR	BKB/Peat Briquettes	M.EUR
GR	Peat	M.EUR
GR	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
GR	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
GR	Natural Gas Liquids	M.EUR
GR	Other Hydrocarbons	M.EUR
GR	Uranium and thorium ores (12)	M.EUR
GR	Iron ores	M.EUR
GR	Copper ores and concentrates	M.EUR
GR	Nickel ores and concentrates	M.EUR
GR	Aluminium ores and concentrates	M.EUR
GR	Precious metal ores and concentrates	M.EUR
GR	Lead, zinc and tin ores and concentrates	M.EUR
GR	Other non-ferrous metal ores and concentrates	M.EUR
GR	Stone	M.EUR
GR	Sand and clay	M.EUR
GR	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
GR	Products of meat cattle	M.EUR
GR	Products of meat pigs	M.EUR
GR	Products of meat poultry	M.EUR
GR	Meat products nec	M.EUR
GR	products of Vegetable oils and fats	M.EUR
GR	Dairy products	M.EUR
GR	Processed rice	M.EUR
GR	Sugar	M.EUR
GR	Food products nec	M.EUR
GR	Beverages	M.EUR
GR	Fish products	M.EUR
GR	Tobacco products (16)	M.EUR
GR	Textiles (17)	M.EUR
GR	Wearing apparel; furs (18)	M.EUR
GR	Leather and leather products (19)	M.EUR
GR	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
GR	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
GR	Pulp	M.EUR
GR	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
GR	Paper and paper products	M.EUR
GR	Printed matter and recorded media (22)	M.EUR
GR	Coke Oven Coke	M.EUR
GR	Gas Coke	M.EUR
GR	Coal Tar	M.EUR
GR	Motor Gasoline	M.EUR
GR	Aviation Gasoline	M.EUR
GR	Gasoline Type Jet Fuel	M.EUR
GR	Kerosene Type Jet Fuel	M.EUR
GR	Kerosene	M.EUR
GR	Gas/Diesel Oil	M.EUR
GR	Heavy Fuel Oil	M.EUR
GR	Refinery Gas	M.EUR
GR	Liquefied Petroleum Gases (LPG)	M.EUR
GR	Refinery Feedstocks	M.EUR
GR	Ethane	M.EUR
GR	Naphtha	M.EUR
GR	White Spirit & SBP	M.EUR
GR	Lubricants	M.EUR
GR	Bitumen	M.EUR
GR	Paraffin Waxes	M.EUR
GR	Petroleum Coke	M.EUR
GR	Non-specified Petroleum Products	M.EUR
GR	Nuclear fuel	M.EUR
GR	Plastics, basic	M.EUR
GR	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
GR	N-fertiliser	M.EUR
GR	P- and other fertiliser	M.EUR
GR	Chemicals nec	M.EUR
GR	Charcoal	M.EUR
GR	Additives/Blending Components	M.EUR
GR	Biogasoline	M.EUR
GR	Biodiesels	M.EUR
GR	Other Liquid Biofuels	M.EUR
GR	Rubber and plastic products (25)	M.EUR
GR	Glass and glass products	M.EUR
GR	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
GR	Ceramic goods	M.EUR
GR	Bricks, tiles and construction products, in baked clay	M.EUR
GR	Cement, lime and plaster	M.EUR
GR	Ash for treatment, Re-processing of ash into clinker	M.EUR
GR	Other non-metallic mineral products	M.EUR
GR	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
GR	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
GR	Precious metals	M.EUR
GR	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
GR	Aluminium and aluminium products	M.EUR
GR	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
GR	Lead, zinc and tin and products thereof	M.EUR
GR	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
GR	Copper products	M.EUR
GR	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
GR	Other non-ferrous metal products	M.EUR
GR	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
GR	Foundry work services	M.EUR
GR	Fabricated metal products, except machinery and equipment (28)	M.EUR
GR	Machinery and equipment n.e.c. (29)	M.EUR
GR	Office machinery and computers (30)	M.EUR
GR	Electrical machinery and apparatus n.e.c. (31)	M.EUR
GR	Radio, television and communication equipment and apparatus (32)	M.EUR
GR	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
GR	Motor vehicles, trailers and semi-trailers (34)	M.EUR
GR	Other transport equipment (35)	M.EUR
GR	Furniture; other manufactured goods n.e.c. (36)	M.EUR
GR	Secondary raw materials	M.EUR
GR	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
GR	Electricity by coal	M.EUR
GR	Electricity by gas	M.EUR
GR	Electricity by nuclear	M.EUR
GR	Electricity by hydro	M.EUR
GR	Electricity by wind	M.EUR
GR	Electricity by petroleum and other oil derivatives	M.EUR
GR	Electricity by biomass and waste	M.EUR
GR	Electricity by solar photovoltaic	M.EUR
GR	Electricity by solar thermal	M.EUR
GR	Electricity by tide, wave, ocean	M.EUR
GR	Electricity by Geothermal	M.EUR
GR	Electricity nec	M.EUR
GR	Transmission services of electricity	M.EUR
GR	Distribution and trade services of electricity	M.EUR
GR	Coke oven gas	M.EUR
GR	Blast Furnace Gas	M.EUR
GR	Oxygen Steel Furnace Gas	M.EUR
GR	Gas Works Gas	M.EUR
GR	Biogas	M.EUR
GR	Distribution services of gaseous fuels through mains	M.EUR
GR	Steam and hot water supply services	M.EUR
GR	Collected and purified water, distribution services of water (41)	M.EUR
GR	Construction work (45)	M.EUR
GR	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
GR	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
GR	Retail trade services of motor fuel	M.EUR
GR	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
GR	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
GR	Hotel and restaurant services (55)	M.EUR
GR	Railway transportation services	M.EUR
GR	Other land transportation services	M.EUR
GR	Transportation services via pipelines	M.EUR
GR	Sea and coastal water transportation services	M.EUR
GR	Inland water transportation services	M.EUR
GR	Air transport services (62)	M.EUR
GR	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
GR	Post and telecommunication services (64)	M.EUR
GR	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
GR	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
GR	Services auxiliary to financial intermediation (67)	M.EUR
GR	Real estate services (70)	M.EUR
GR	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
GR	Computer and related services (72)	M.EUR
GR	Research and development services (73)	M.EUR
GR	Other business services (74)	M.EUR
GR	Public administration and defence services; compulsory social security services (75)	M.EUR
GR	Education services (80)	M.EUR
GR	Health and social work services (85)	M.EUR
GR	Food waste for treatment: incineration	M.EUR
GR	Paper waste for treatment: incineration	M.EUR
GR	Plastic waste for treatment: incineration	M.EUR
GR	Intert/metal waste for treatment: incineration	M.EUR
GR	Textiles waste for treatment: incineration	M.EUR
